N, Insert, Lookup, Remove
9142,8.938e-06,1.47e-07,2.854e-06
9143,1.0419e-05,1.2e-07,3.337e-06
9144,1.5503e-05,1.2e-07,6.27e-06
9145,1.0668e-05,1.27e-07,3.747e-06
9146,1.0175e-05,1.24e-07,3.769e-06
9147,1.4298e-05,1.23e-07,5.881e-06
9148,1.1376e-05,1.23e-07,3.562e-06
9149,1.4026e-05,1.2e-07,4.549e-06
9150,1.1892e-05,1.19e-07,4.933e-06
9151,1.155e-05,1.19e-07,3.37e-06
9152,1.2863e-05,1.22e-07,4.732e-06
9153,1.3698e-05,1.2e-07,3.051e-06
9154,1.2902e-05,1.23e-07,4.984e-06
9155,1.2789e-05,1.23e-07,2.967e-06
9156,1.3613e-05,1.2e-07,5.61e-06
9157,1.2815e-05,1.24e-07,5.875e-06
9158,1.2071e-05,1.19e-07,4.697e-06
9159,1.3585e-05,1.26e-07,4.397e-06
9160,8.78e-06,1.24e-07,3.005e-06
9161,1.1949e-05,1.59e-07,5.933e-06
9162,1.4331e-05,1.24e-07,5.34e-06
9163,1.6578e-05,1.28e-07,5.147e-06
9164,1.0257e-05,1.21e-07,3.279e-06
9165,1.6433e-05,1.23e-07,5.229e-06
9166,4.893e-06,1.24e-07,1.735e-06
9167,1.2748e-05,1.21e-07,2.94e-06
9168,1.4754e-05,1.21e-07,3.47e-06
9169,1.1355e-05,1.17e-07,4.564e-06
9170,1.315e-05,1.26e-07,5.486e-06
9171,1.3524e-05,1.2e-07,5.215e-06
9172,7.239e-06,1.2e-07,3.371e-06
9173,1.7062e-05,1.22e-07,5.299e-06
9174,1.4526e-05,1.19e-07,5.78e-06
9175,1.2313e-05,1.22e-07,1.643e-06
9176,1.6642e-05,1.23e-07,5.468e-06
9177,7.005e-06,1.32e-07,3.489e-06
9178,1.5069e-05,1.2e-07,4.963e-06
9179,1.2e-05,1.28e-07,3.651e-06
9180,7.583e-06,1.23e-07,3.407e-06
9181,1.3026e-05,1.22e-07,4.911e-06
9182,1.3243e-05,1.19e-07,4.223e-06
9183,8.211e-06,1.29e-07,2.177e-06
9184,1.0682e-05,1.27e-07,2.649e-06
9185,6.023e-06,1.24e-07,2.534e-06
9186,1.0779e-05,1.21e-07,3.992e-06
9187,1.1284e-05,1.24e-07,4.534e-06
9188,1.518e-05,1.21e-07,4.195e-06
9189,1.7399e-05,1.17e-07,6.465e-06
9190,1.1672e-05,1.3e-07,4.904e-06
9191,1.2651e-05,1.18e-07,5.486e-06
9192,1.7195e-05,1.24e-07,6.53e-06
9193,8.597e-06,1.28e-07,2.948e-06
9194,1.1479e-05,1.21e-07,3.888e-06
9195,1.324e-05,1.37e-07,4.554e-06
9196,1.0832e-05,1.33e-07,4.582e-06
9197,1.296e-05,1.18e-07,3.289e-06
9198,8.954e-06,1.2e-07,3.561e-06
9199,1.4793e-05,1.2e-07,5.934e-06
9200,1.7773e-05,1.18e-07,4.901e-06
9201,1.3533e-05,1.25e-07,6.48e-06
9202,8.207e-06,1.18e-07,3.332e-06
9203,1.0358e-05,1.15e-07,3.37e-06
9204,1.0979e-05,1.19e-07,3.274e-06
9205,4.147e-06,1.19e-07,1.694e-06
9206,8.159e-06,1.22e-07,3.235e-06
9207,1.2905e-05,1.37e-07,5.999e-06
9208,1.0611e-05,1.26e-07,4.348e-06
9209,9.699e-06,1.21e-07,3.868e-06
9210,8.083e-06,1.22e-07,3.382e-06
9211,1.4099e-05,1.19e-07,3.415e-06
9212,2.9386e-05,1.39e-07,5.507e-06
9213,1.086e-05,1.23e-07,4.999e-06
9214,1.022e-05,1.2e-07,4.038e-06
9215,1.5612e-05,1.32e-07,4.652e-06
9216,1.3005e-05,1.22e-07,4.105e-06
9217,1.1959e-05,1.2e-07,5.845e-06
9218,1.2184e-05,1.21e-07,3.449e-06
9219,9.31e-06,1.22e-07,4.557e-06
9220,9.437e-06,1.19e-07,3.683e-06
9221,1.832e-05,1.25e-07,5.483e-06
9222,1.0213e-05,1.27e-07,3.902e-06
9223,7.591e-06,1.22e-07,2.989e-06
9224,5.435e-06,1.3e-07,2.266e-06
9225,7.428e-06,1.19e-07,2.455e-06
9226,1.2331e-05,1.22e-07,4.541e-06
9227,9.288e-06,1.2e-07,2.569e-06
9228,1.5144e-05,1.21e-07,5.436e-06
9229,1.3517e-05,1.24e-07,4.336e-06
9230,1.6328e-05,1.26e-07,5.345e-06
9231,7.073e-06,1.22e-07,3.01e-06
9232,1.5848e-05,1.22e-07,6.323e-06
9233,1.1186e-05,1.19e-07,5.24e-06
9234,8.507e-06,1.23e-07,3.327e-06
9235,8.873e-06,1.19e-07,3.503e-06
9236,1.0246e-05,1.18e-07,3.874e-06
9237,1.0619e-05,1.18e-07,4.635e-06
9238,1.2984e-05,1.17e-07,5.32e-06
9239,1.8361e-05,1.25e-07,5.834e-06
9240,1.2057e-05,1.27e-07,4.719e-06
9241,6.975e-06,1.28e-07,2.657e-06
9242,8.894e-06,1.21e-07,2.173e-06
9243,1.4806e-05,1.21e-07,3.736e-06
9244,9.477e-06,1.3e-07,3.033e-06
9245,4.267e-06,1.26e-07,2.954e-06
9246,5.587e-06,1.21e-07,2.945e-06
9247,1.1677e-05,1.22e-07,3.375e-06
9248,1.0671e-05,1.24e-07,4.835e-06
9249,1.4022e-05,1.23e-07,4.266e-06
9250,1.3055e-05,1.26e-07,5.159e-06
9251,1.4799e-05,1.28e-07,4.865e-06
9252,1.1784e-05,1.2e-07,4.994e-06
9253,1.3561e-05,1.2e-07,4.247e-06
9254,7.75e-06,1.3e-07,3.86e-06
9255,1.2893e-05,1.21e-07,5.024e-06
9256,9.451e-06,1.19e-07,4.108e-06
9257,1.1514e-05,1.21e-07,4.988e-06
9258,1.2746e-05,1.38e-07,3.731e-06
9259,6.844e-06,1.27e-07,3.108e-06
9260,1.4708e-05,1.24e-07,4.669e-06
9261,1.1174e-05,1.18e-07,3.788e-06
9262,1.687e-05,1.22e-07,6.337e-06
9263,1.2848e-05,1.24e-07,3.037e-06
9264,6.258e-06,1.22e-07,2.45e-06
9265,7.07e-06,1.2e-07,2.077e-06
9266,1.9006e-05,1.17e-07,7.489e-06
9267,1.3754e-05,1.18e-07,5.355e-06
9268,6.291e-06,1.2e-07,3.424e-06
9269,6.568e-06,1.19e-07,2.884e-06
9270,1.7186e-05,1.19e-07,4.967e-06
9271,1.0019e-05,1.21e-07,4.186e-06
9272,9.121e-06,1.23e-07,3.882e-06
9273,1.6159e-05,1.19e-07,5.051e-06
9274,9.456e-06,1.28e-07,3.392e-06
9275,1.8146e-05,1.2e-07,4.802e-06
9276,9.298e-06,1.23e-07,2.612e-06
9277,2.1502e-05,1.25e-07,6.947e-06
9278,7.319e-06,1.33e-07,3.194e-06
9279,9.956e-06,1.22e-07,3.296e-06
9280,1.3165e-05,1.32e-07,3.025e-06
9281,5.934e-06,1.44e-07,2.507e-06
9282,1.2386e-05,1.22e-07,5.364e-06
9283,1.3852e-05,1.25e-07,4.673e-06
9284,1.2074e-05,1.23e-07,5.209e-06
9285,1.1927e-05,1.2e-07,2.213e-06
9286,1.242e-05,1.71e-07,5.255e-06
9287,9.304e-06,1.2e-07,4.416e-06
9288,1.3801e-05,1.32e-07,4.522e-06
9289,1.9659e-05,1.31e-07,8.393e-06
9290,8.148e-06,1.29e-07,3.07e-06
9291,8.074e-06,1.24e-07,3.914e-06
9292,8.984e-06,1.22e-07,3.929e-06
9293,1.6336e-05,1.19e-07,5.889e-06
9294,1.0838e-05,1.25e-07,3.668e-06
9295,8.053e-06,1.25e-07,3.721e-06
9296,1.3543e-05,1.19e-07,4.645e-06
9297,1.5741e-05,1.25e-07,7.043e-06
9298,1.1749e-05,1.18e-07,4.569e-06
9299,1.0268e-05,1.29e-07,3.449e-06
9300,1.1219e-05,1.21e-07,5.789e-06
9301,8.069e-06,1.37e-07,3.663e-06
9302,8.135e-06,1.21e-07,2.96e-06
9303,8.091e-06,1.22e-07,4.566e-06
9304,1.2652e-05,1.18e-07,2.929e-06
9305,9.451e-06,1.29e-07,3.315e-06
9306,6.531e-06,1.23e-07,2.612e-06
9307,1.3429e-05,1.19e-07,4.594e-06
9308,9.81e-06,1.18e-07,4.084e-06
9309,1.0624e-05,1.17e-07,4.019e-06
9310,6.547e-06,1.18e-07,1.945e-06
9311,1.2908e-05,1.19e-07,6.873e-06
9312,8.832e-06,1.25e-07,4.221e-06
9313,1.3956e-05,1.23e-07,6.042e-06
9314,8.741e-06,1.28e-07,3.793e-06
9315,1.0462e-05,1.21e-07,5.451e-06
9316,1.5223e-05,1.22e-07,7.386e-06
9317,6.971e-06,1.2e-07,1.706e-06
9318,9.6e-06,1.43e-07,4.459e-06
9319,1.2342e-05,1.23e-07,3.565e-06
9320,1.0038e-05,1.27e-07,4.146e-06
9321,7.927e-06,1.22e-07,1.706e-06
9322,1.1325e-05,1.19e-07,4.546e-06
9323,9.422e-06,1.2e-07,4.326e-06
9324,1.7253e-05,1.27e-07,6.409e-06
9325,1.7011e-05,1.29e-07,6.399e-06
9326,1.021e-05,1.21e-07,4.181e-06
9327,8.803e-06,1.23e-07,3.712e-06
9328,1.5534e-05,1.21e-07,4.156e-06
9329,1.0072e-05,1.25e-07,3.798e-06
9330,1.3978e-05,1.2e-07,6.201e-06
9331,7.65e-06,1.25e-07,2.812e-06
9332,7.304e-06,1.2e-07,3.275e-06
9333,1.0108e-05,1.3e-07,3.655e-06
9334,5.606e-06,1.19e-07,2.152e-06
9335,1.1925e-05,1.23e-07,3.84e-06
9336,8.137e-06,1.23e-07,2.21e-06
9337,1.4751e-05,1.23e-07,5.612e-06
9338,6.707e-06,1.18e-07,2.774e-06
9339,7.674e-06,1.21e-07,3.463e-06
9340,1.2883e-05,1.19e-07,4.958e-06
9341,1.4643e-05,1.32e-07,3.493e-06
9342,1.1686e-05,1.22e-07,5.309e-06
9343,7.097e-06,1.3e-07,1.721e-06
9344,1.4213e-05,1.22e-07,5.422e-06
9345,1.1762e-05,1.19e-07,4.514e-06
9346,1.2888e-05,1.17e-07,6.245e-06
9347,8.318e-06,1.21e-07,2.521e-06
9348,9.732e-06,1.2e-07,3.79e-06
9349,1.2879e-05,1.14e-07,5.036e-06
9350,6.857e-06,1.31e-07,2.739e-06
9351,1.041e-05,1.25e-07,3.812e-06
9352,2.0741e-05,1.2e-07,7.44e-06
9353,1.0844e-05,1.19e-07,3.994e-06
9354,8.611e-06,1.19e-07,2.596e-06
9355,4.623e-06,1.27e-07,1.748e-06
9356,2.0062e-05,1.32e-07,5.165e-06
9357,1.3166e-05,1.22e-07,5.493e-06
9358,8.571e-06,1.23e-07,2.952e-06
9359,1.351e-05,1.2e-07,6.112e-06
9360,1.1655e-05,1.24e-07,3.509e-06
9361,9.419e-06,1.24e-07,4.367e-06
9362,9.975e-06,1.23e-07,4.103e-06
9363,1.5772e-05,1.24e-07,6.84e-06
9364,1.0949e-05,1.24e-07,3.402e-06
9365,1.4885e-05,1.23e-07,5.047e-06
9366,7.461e-06,1.16e-07,2.506e-06
9367,7.36e-06,1.19e-07,1.932e-06
9368,1.5492e-05,1.24e-07,5.471e-06
9369,1.3081e-05,1.2e-07,5.683e-06
9370,1.2669e-05,1.16e-07,4.69e-06
9371,1.0746e-05,1.23e-07,3.696e-06
9372,1.4634e-05,1.23e-07,3.784e-06
9373,7.655e-06,1.17e-07,3.015e-06
9374,9.856e-06,1.21e-07,2.516e-06
9375,2.3226e-05,1.23e-07,3.281e-06
9376,1.3341e-05,1.23e-07,6.259e-06
9377,1.2105e-05,1.19e-07,5.349e-06
9378,1.1195e-05,1.21e-07,4.301e-06
9379,1.4043e-05,1.21e-07,4.503e-06
9380,1.5674e-05,1.19e-07,3.79e-06
9381,7.87e-06,1.2e-07,3.965e-06
9382,1.2098e-05,1.24e-07,4.964e-06
9383,1.774e-05,1.24e-07,6.051e-06
9384,1.1312e-05,1.22e-07,3.978e-06
9385,7.774e-06,1.26e-07,3.869e-06
9386,1.407e-05,1.2e-07,4.762e-06
9387,1.1712e-05,1.24e-07,4.681e-06
9388,1.4932e-05,1.25e-07,5.058e-06
9389,1.136e-05,1.35e-07,5.441e-06
9390,8.13e-06,1.24e-07,2.931e-06
9391,1.2467e-05,1.22e-07,3.328e-06
9392,8.013e-06,1.45e-07,3.546e-06
9393,7.091e-06,1.2e-07,3.341e-06
9394,1.2883e-05,1.28e-07,4.317e-06
9395,1.2246e-05,1.19e-07,5.422e-06
9396,7.616e-06,1.26e-07,1.83e-06
9397,9.137e-06,1.2e-07,3.438e-06
9398,1.0219e-05,1.28e-07,5.414e-06
9399,1.1213e-05,1.21e-07,3.707e-06
9400,1.7276e-05,1.19e-07,7.297e-06
9401,1.161e-05,1.2e-07,4.241e-06
9402,1.5161e-05,1.28e-07,3.975e-06
9403,7.194e-06,1.22e-07,3.306e-06
9404,1.3267e-05,1.17e-07,5.376e-06
9405,1.4603e-05,1.19e-07,4.596e-06
9406,1.1634e-05,1.31e-07,3.953e-06
9407,1.723e-05,1.17e-07,6.157e-06
9408,9.872e-06,1.18e-07,3.929e-06
9409,8.482e-06,1.18e-07,3.134e-06
9410,1.538e-05,1.19e-07,4.514e-06
9411,1.0011e-05,1.16e-07,4.78e-06
9412,9.898e-06,1.19e-07,4.572e-06
9413,8.976e-06,1.21e-07,3.488e-06
9414,1.4541e-05,1.2e-07,5.832e-06
9415,7.735e-06,1.27e-07,4.58e-06
9416,1.1631e-05,1.33e-07,3.284e-06
9417,1.1874e-05,1.2e-07,3.323e-06
9418,8.647e-06,1.17e-07,3.342e-06
9419,1.1521e-05,1.18e-07,4.504e-06
9420,9.234e-06,1.17e-07,4.168e-06
9421,6.567e-06,1.21e-07,1.458e-06
9422,9.491e-06,1.29e-07,3.206e-06
9423,1.3855e-05,1.17e-07,6.188e-06
9424,1.1843e-05,1.47e-07,2.958e-06
9425,1.2997e-05,1.18e-07,3.422e-06
9426,1.1676e-05,1.22e-07,5.554e-06
9427,9.291e-06,1.26e-07,3.725e-06
9428,6.007e-06,1.2e-07,2.122e-06
9429,1.5431e-05,1.19e-07,5.765e-06
9430,1.4889e-05,1.25e-07,4.964e-06
9431,9.854e-06,1.21e-07,4.188e-06
9432,7.218e-06,1.19e-07,3.814e-06
9433,1.1811e-05,1.17e-07,3.304e-06
9434,8.345e-06,1.24e-07,2.218e-06
9435,1.0509e-05,1.26e-07,5.069e-06
9436,1.2446e-05,1.2e-07,5.55e-06
9437,7.359e-06,1.2e-07,2.113e-06
9438,1.1636e-05,1.3e-07,5.4e-06
9439,1.6527e-05,1.23e-07,5.793e-06
9440,1.5413e-05,1.32e-07,5.569e-06
9441,6.711e-06,1.2e-07,2.905e-06
9442,1.706e-05,1.29e-07,4.497e-06
9443,7.33e-06,1.21e-07,3.176e-06
9444,1.1239e-05,1.23e-07,4.042e-06
9445,1.0358e-05,1.2e-07,4.401e-06
9446,1.5526e-05,1.19e-07,5.586e-06
9447,1.2077e-05,1.27e-07,5.199e-06
9448,1.6238e-05,1.2e-07,6.53e-06
9449,1.3296e-05,1.28e-07,4.522e-06
9450,9.498e-06,1.22e-07,3.208e-06
9451,1.4606e-05,1.2e-07,6.166e-06
9452,1.5363e-05,1.21e-07,7.159e-06
9453,1.2791e-05,1.3e-07,6.099e-06
9454,1.283e-05,1.38e-07,5.423e-06
9455,1.3104e-05,1.26e-07,4.381e-06
9456,1.4126e-05,1.22e-07,2.647e-06
9457,1.08e-05,1.22e-07,5.214e-06
9458,1.3419e-05,1.27e-07,4.588e-06
9459,7.02e-06,1.24e-07,2.957e-06
9460,6.426e-06,1.34e-07,2.984e-06
9461,1.4781e-05,1.19e-07,4.289e-06
9462,1.2865e-05,1.27e-07,4.741e-06
9463,4.614e-06,1.18e-07,2.485e-06
9464,1.4131e-05,1.2e-07,4.208e-06
9465,1.0873e-05,1.26e-07,3.963e-06
9466,1.2376e-05,1.19e-07,3.747e-06
9467,8.809e-06,1.2e-07,4.137e-06
9468,8.378e-06,1.19e-07,2.207e-06
9469,1.0014e-05,1.23e-07,2.969e-06
9470,1.341e-05,1.29e-07,5.616e-06
9471,5.184e-06,1.16e-07,1.199e-06
9472,7.746e-06,1.19e-07,3.039e-06
9473,1.2909e-05,1.2e-07,4.765e-06
9474,1.7201e-05,1.2e-07,4.98e-06
9475,1.1687e-05,1.15e-07,4.626e-06
9476,1.0374e-05,1.2e-07,3.779e-06
9477,1.1665e-05,1.16e-07,5.406e-06
9478,8.568e-06,1.24e-07,3.332e-06
9479,1.6409e-05,1.18e-07,4.584e-06
9480,1.3053e-05,1.21e-07,4.622e-06
9481,5.712e-06,1.28e-07,2.611e-06
9482,1.0012e-05,1.18e-07,2.149e-06
9483,9.784e-06,1.25e-07,2.982e-06
9484,1.1474e-05,1.24e-07,5.133e-06
9485,1.2475e-05,1.25e-07,4.726e-06
9486,1.0096e-05,1.26e-07,3.852e-06
9487,1.294e-05,1.22e-07,4.952e-06
9488,8.606e-06,1.21e-07,3.096e-06
9489,1.3319e-05,1.19e-07,3.355e-06
9490,1.5165e-05,1.18e-07,6.524e-06
9491,8.883e-06,1.22e-07,4.585e-06
9492,1.5296e-05,1.21e-07,6.979e-06
9493,7.201e-06,1.2e-07,2.522e-06
9494,1.0386e-05,1.31e-07,4.003e-06
9495,1.3546e-05,1.21e-07,3.92e-06
9496,1.1633e-05,1.16e-07,5.872e-06
9497,1.3066e-05,1.24e-07,5.789e-06
9498,8.376e-06,1.21e-07,2.91e-06
9499,1.0912e-05,1.17e-07,4.671e-06
9500,8.01e-06,1.19e-07,3.196e-06
9501,1.4615e-05,1.3e-07,4.271e-06
9502,7.607e-06,1.25e-07,3.058e-06
9503,1.6678e-05,1.31e-07,7.545e-06
9504,1.6379e-05,1.22e-07,5.83e-06
9505,1.4622e-05,1.2e-07,4.944e-06
9506,1.405e-05,1.26e-07,2.467e-06
9507,1.2201e-05,1.36e-07,5.01e-06
9508,1.4389e-05,1.2e-07,4.83e-06
9509,8.122e-06,1.2e-07,2.913e-06
9510,1.1906e-05,1.2e-07,4.564e-06
9511,1.7056e-05,1.23e-07,4.27e-06
9512,8.826e-06,1.25e-07,3.472e-06
9513,1.1192e-05,1.28e-07,3.528e-06
9514,1.4333e-05,1.29e-07,6.268e-06
9515,7.734e-06,1.25e-07,2.995e-06
9516,1.3361e-05,1.2e-07,4.997e-06
9517,9.816e-06,1.2e-07,3.001e-06
9518,8.719e-06,1.25e-07,4.73e-06
9519,1.241e-05,1.22e-07,4.13e-06
9520,1.3821e-05,1.22e-07,4.687e-06
9521,1.3183e-05,1.22e-07,6.32e-06
9522,1.1395e-05,1.26e-07,3.354e-06
9523,1.336e-05,1.21e-07,4.726e-06
9524,8.378e-06,1.22e-07,3.76e-06
9525,7.192e-06,1.2e-07,3.711e-06
9526,7.096e-06,1.24e-07,3.095e-06
9527,1.2053e-05,1.24e-07,4.255e-06
9528,1.8242e-05,1.23e-07,4.587e-06
9529,9.087e-06,1.21e-07,4.541e-06
9530,1.1093e-05,1.2e-07,4.23e-06
9531,9.136e-06,1.25e-07,3.007e-06
9532,1.1572e-05,1.19e-07,4.697e-06
9533,9.982e-06,1.21e-07,3.521e-06
9534,1.4031e-05,1.2e-07,5.188e-06
9535,2.43e-05,1.34e-07,4.232e-06
9536,7.082e-06,1.32e-07,3.46e-06
9537,8.756e-06,1.22e-07,3.05e-06
9538,1.0501e-05,1.22e-07,4.988e-06
9539,1.8775e-05,1.18e-07,4.665e-06
9540,1.1262e-05,1.28e-07,2.574e-06
9541,1.089e-05,1.22e-07,6.514e-06
9542,5.461e-06,1.2e-07,2.171e-06
9543,1.0584e-05,1.21e-07,4.176e-06
9544,1.8438e-05,1.21e-07,6.522e-06
9545,1.3293e-05,1.24e-07,5.543e-06
9546,7.526e-06,1.16e-07,3.332e-06
9547,9.808e-06,1.18e-07,2.585e-06
9548,1.5693e-05,1.22e-07,7.148e-06
9549,1.7474e-05,1.22e-07,5.473e-06
9550,1.2499e-05,1.21e-07,5.064e-06
9551,1.3488e-05,1.17e-07,5.017e-06
9552,1.1429e-05,1.22e-07,4.147e-06
9553,1.0283e-05,1.19e-07,3.687e-06
9554,6.441e-06,1.2e-07,2.153e-06
9555,9.982e-06,1.19e-07,3.547e-06
9556,1.7991e-05,1.18e-07,4.532e-06
9557,9.601e-06,1.28e-07,3.713e-06
9558,1.0208e-05,1.26e-07,3.347e-06
9559,1.1707e-05,1.23e-07,5.275e-06
9560,1.383e-05,1.19e-07,5.537e-06
9561,1.5093e-05,1.22e-07,5.222e-06
9562,1.7361e-05,1.2e-07,7.375e-06
9563,7.24e-06,1.27e-07,2.514e-06
9564,1.2882e-05,1.22e-07,3.359e-06
9565,1.3692e-05,1.23e-07,3.461e-06
9566,1.4522e-05,1.28e-07,5.532e-06
9567,7.946e-06,1.22e-07,2.529e-06
9568,1.2238e-05,1.34e-07,3.034e-06
9569,1.4114e-05,1.25e-07,5.794e-06
9570,1.2178e-05,1.25e-07,5.04e-06
9571,1.5538e-05,1.18e-07,5.454e-06
9572,6.97e-06,1.21e-07,3.018e-06
9573,6.895e-06,1.21e-07,1.677e-06
9574,1.7011e-05,1.22e-07,5.799e-06
9575,1.7239e-05,1.25e-07,6.654e-06
9576,1.0328e-05,1.2e-07,4.026e-06
9577,1.5153e-05,1.18e-07,5.503e-06
9578,9.932e-06,1.19e-07,5.003e-06
9579,1.1976e-05,1.2e-07,4.183e-06
9580,1.1608e-05,1.17e-07,4.493e-06
9581,1.4824e-05,1.2e-07,5.477e-06
9582,1.0379e-05,1.28e-07,4.148e-06
9583,1.0094e-05,1.24e-07,2.775e-06
9584,1.062e-05,1.21e-07,4.413e-06
9585,9.835e-06,1.19e-07,3.341e-06
9586,9.559e-06,1.22e-07,3.344e-06
9587,1.4652e-05,1.29e-07,3.66e-06
9588,1.2327e-05,1.29e-07,5.442e-06
9589,9.264e-06,1.22e-07,2.575e-06
9590,6.18e-06,1.23e-07,3.175e-06
9591,1.5629e-05,1.18e-07,5.007e-06
9592,1.2329e-05,1.21e-07,1.965e-06
9593,1.2811e-05,1.26e-07,5.214e-06
9594,9.846e-06,1.24e-07,4.239e-06
9595,1.5598e-05,1.29e-07,5.082e-06
9596,1.1485e-05,1.25e-07,3.76e-06
9597,1.0303e-05,1.24e-07,4.216e-06
9598,9.402e-06,1.23e-07,2.995e-06
9599,1.363e-05,1.21e-07,5.409e-06
9600,1.6026e-05,1.29e-07,6.865e-06
9601,1.5014e-05,1.24e-07,5.064e-06
9602,8.356e-06,1.21e-07,4.519e-06
9603,1.1721e-05,1.2e-07,4.381e-06
9604,1.3813e-05,1.21e-07,5.852e-06
9605,1.3323e-05,1.2e-07,3.755e-06
9606,9.499e-06,1.24e-07,2.971e-06
9607,1.4005e-05,1.19e-07,5.935e-06
9608,1.5749e-05,1.18e-07,6.145e-06
9609,1.2306e-05,1.22e-07,2.492e-06
9610,7.099e-06,1.21e-07,2.949e-06
9611,1.2999e-05,1.26e-07,5.188e-06
9612,7.784e-06,1.27e-07,3.4e-06
9613,1.1017e-05,1.18e-07,3.278e-06
9614,7.255e-06,1.18e-07,2.512e-06
9615,1.1946e-05,1.23e-07,4.227e-06
9616,1.2254e-05,1.21e-07,6.093e-06
9617,1.1632e-05,1.18e-07,4.928e-06
9618,8.586e-06,1.23e-07,2.155e-06
9619,1.2115e-05,1.36e-07,5.379e-06
9620,1.0999e-05,1.22e-07,2.151e-06
9621,1.1659e-05,1.23e-07,3.853e-06
9622,5.711e-06,1.29e-07,1.91e-06
9623,1.726e-05,1.29e-07,7.881e-06
9624,1.1133e-05,1.22e-07,3.833e-06
9625,7.477e-06,1.22e-07,2.522e-06
9626,1.0126e-05,1.31e-07,3.345e-06
9627,8.923e-06,1.19e-07,4.175e-06
9628,1.3992e-05,1.25e-07,5.456e-06
9629,1.4275e-05,1.34e-07,5.583e-06
9630,5.732e-06,1.2e-07,2.162e-06
9631,1.0573e-05,1.27e-07,5.473e-06
9632,1.273e-05,1.26e-07,1.834e-06
9633,8.865e-06,1.22e-07,4.002e-06
9634,1.0195e-05,1.23e-07,4.791e-06
9635,1.3634e-05,1.19e-07,6.119e-06
9636,1.0535e-05,1.27e-07,4.632e-06
9637,9.099e-06,1.23e-07,2.937e-06
9638,1.3048e-05,1.31e-07,3.212e-06
9639,1.4833e-05,1.28e-07,5.352e-06
9640,1.5318e-05,1.21e-07,6.219e-06
9641,4.845e-06,1.26e-07,2.508e-06
9642,1.1025e-05,1.26e-07,2.877e-06
9643,1.0502e-05,1.26e-07,3.314e-06
9644,7.593e-06,1.21e-07,3.263e-06
9645,1.5176e-05,1.23e-07,5.295e-06
9646,1.2754e-05,1.24e-07,4.018e-06
9647,1.6805e-05,1.26e-07,6.1e-06
9648,9.577e-06,1.27e-07,3.383e-06
9649,1.0155e-05,1.25e-07,5.242e-06
9650,1.2219e-05,1.23e-07,4.804e-06
9651,6.814e-06,1.2e-07,3.063e-06
9652,6.665e-06,1.19e-07,2.771e-06
9653,1.0826e-05,1.22e-07,4.22e-06
9654,1.3149e-05,1.22e-07,2.911e-06
9655,1.4072e-05,1.26e-07,4.81e-06
9656,1.1661e-05,1.25e-07,4.201e-06
9657,4.824e-06,1.26e-07,1.753e-06
9658,1.2819e-05,1.24e-07,3.445e-06
9659,6.9e-06,1.22e-07,2.203e-06
9660,1.2695e-05,1.2e-07,4.793e-06
9661,1.0158e-05,1.22e-07,4.119e-06
9662,1.2277e-05,1.19e-07,4.994e-06
9663,8.853e-06,1.2e-07,4.124e-06
9664,7.086e-06,1.18e-07,1.65e-06
9665,9.292e-06,1.23e-07,3.789e-06
9666,1.4477e-05,1.37e-07,5.895e-06
9667,1.0798e-05,1.24e-07,4.94e-06
9668,6.221e-06,1.22e-07,2.494e-06
9669,1.0137e-05,1.18e-07,3.068e-06
9670,1.0925e-05,1.2e-07,4.147e-06
9671,1.0489e-05,1.29e-07,3.231e-06
9672,1.0961e-05,1.24e-07,4.552e-06
9673,1.4844e-05,1.2e-07,3.326e-06
9674,1.114e-05,1.22e-07,4.196e-06
9675,1.3338e-05,1.2e-07,5.772e-06
9676,1.2291e-05,1.18e-07,3.413e-06
9677,1.2225e-05,1.17e-07,3.949e-06
9678,1.7774e-05,1.19e-07,6.78e-06
9679,1.3014e-05,1.23e-07,5.458e-06
9680,6.777e-06,1.23e-07,2.209e-06
9681,1.3946e-05,1.31e-07,6.604e-06
9682,1.2617e-05,1.22e-07,2.985e-06
9683,8.464e-06,1.23e-07,3.438e-06
9684,1.4378e-05,1.23e-07,5.101e-06
9685,5.885e-06,1.29e-07,2.568e-06
9686,1.4928e-05,1.21e-07,5.439e-06
9687,1.0728e-05,1.19e-07,4.854e-06
9688,1.5288e-05,1.19e-07,4.585e-06
9689,7.905e-06,1.22e-07,3.28e-06
9690,1.0115e-05,1.25e-07,1.967e-06
9691,1.4153e-05,1.23e-07,6.27e-06
9692,9.875e-06,1.22e-07,2.911e-06
9693,7.594e-06,1.17e-07,3.038e-06
9694,1.4549e-05,1.2e-07,5.458e-06
9695,7.674e-06,1.26e-07,2.427e-06
9696,1.2553e-05,1.22e-07,4.57e-06
9697,2.1608e-05,1.46e-07,5.475e-06
9698,1.2479e-05,1.28e-07,4.089e-06
9699,7.445e-06,1.2e-07,3.01e-06
9700,8.269e-06,1.22e-07,2.989e-06
9701,7.813e-06,1.19e-07,3.292e-06
9702,1.1572e-05,1.21e-07,2.952e-06
9703,1.7914e-05,1.2e-07,4.999e-06
9704,1.0995e-05,1.2e-07,4.081e-06
9705,1.0599e-05,1.28e-07,4.667e-06
9706,1.6051e-05,1.25e-07,6.024e-06
9707,1.0596e-05,1.25e-07,4.706e-06
9708,8.949e-06,1.27e-07,2.702e-06
9709,1.4051e-05,1.21e-07,4.604e-06
